6740_16_10406184,,
#,"Date Time, GMT-06:00","Temp,C (LGR S/N: 10406184, SEN S/N: 10406184)"
384,2016-10-28 16:45:00,8.916
385,2016-10-28 17:00:00,8.941
386,2016-10-28 17:15:00,8.99
387,2016-10-28 17:30:00,9.015
388,2016-10-28 17:45:00,9.04
389,2016-10-28 18:00:00,9.064
390,2016-10-28 18:15:00,9.064
391,2016-10-28 18:30:00,9.089
392,2016-10-28 18:45:00,9.114
393,2016-10-28 19:00:00,9.114
394,2016-10-28 19:15:00,9.139
395,2016-10-28 19:30:00,9.139
396,2016-10-28 19:45:00,9.139
397,2016-10-28 20:00:00,9.114
398,2016-10-28 20:15:00,9.139
399,2016-10-28 20:30:00,9.114
400,2016-10-28 20:45:00,9.089
401,2016-10-28 21:00:00,9.064
402,2016-10-28 21:15:00,9.089
403,2016-10-28 21:30:00,9.089
404,2016-10-28 21:45:00,9.064
405,2016-10-28 22:00:00,9.04
406,2016-10-28 22:15:00,9.015
407,2016-10-28 22:30:00,8.99
408,2016-10-28 22:45:00,8.965
409,2016-10-28 23:00:00,8.965
410,2016-10-28 23:15:00,8.965
411,2016-10-28 23:30:00,8.965
412,2016-10-28 23:45:00,8.941
413,2016-10-29 00:00:00,8.941
414,2016-10-29 00:15:00,8.941
415,2016-10-29 00:30:00,8.916
416,2016-10-29 00:45:00,8.916
417,2016-10-29 01:00:00,8.916
418,2016-10-29 01:15:00,8.891
419,2016-10-29 01:30:00,8.891
420,2016-10-29 01:45:00,8.891
421,2016-10-29 02:00:00,8.891
422,2016-10-29 02:15:00,8.891
423,2016-10-29 02:30:00,8.866
424,2016-10-29 02:45:00,8.891
425,2016-10-29 03:00:00,8.866
426,2016-10-29 03:15:00,8.866
427,2016-10-29 03:30:00,8.841
428,2016-10-29 03:45:00,8.841
429,2016-10-29 04:00:00,8.841
430,2016-10-29 04:15:00,8.841
431,2016-10-29 04:30:00,8.841
432,2016-10-29 04:45:00,8.841
433,2016-10-29 05:00:00,8.841
434,2016-10-29 05:15:00,8.817
435,2016-10-29 05:30:00,8.817
436,2016-10-29 05:45:00,8.817
437,2016-10-29 06:00:00,8.817
438,2016-10-29 06:15:00,8.792
439,2016-10-29 06:30:00,8.792
440,2016-10-29 06:45:00,8.792
441,2016-10-29 07:00:00,8.792
442,2016-10-29 07:15:00,8.792
443,2016-10-29 07:30:00,8.792
444,2016-10-29 07:45:00,8.767
445,2016-10-29 08:00:00,8.767
446,2016-10-29 08:15:00,8.767
447,2016-10-29 08:30:00,8.767
448,2016-10-29 08:45:00,8.767
449,2016-10-29 09:00:00,8.742
450,2016-10-29 09:15:00,8.742
451,2016-10-29 09:30:00,8.742
452,2016-10-29 09:45:00,8.742
453,2016-10-29 10:00:00,8.792
454,2016-10-29 10:15:00,8.767
455,2016-10-29 10:30:00,8.742
456,2016-10-29 10:45:00,8.742
457,2016-10-29 11:00:00,8.767
458,2016-10-29 11:15:00,8.792
459,2016-10-29 11:30:00,8.792
460,2016-10-29 11:45:00,8.792
461,2016-10-29 12:00:00,8.841
462,2016-10-29 12:15:00,8.866
463,2016-10-29 12:30:00,8.891
464,2016-10-29 12:45:00,8.891
465,2016-10-29 13:00:00,8.916
466,2016-10-29 13:15:00,8.941
467,2016-10-29 13:30:00,8.965
468,2016-10-29 13:45:00,8.99
469,2016-10-29 14:00:00,8.99
470,2016-10-29 14:15:00,9.04
471,2016-10-29 14:30:00,9.064
472,2016-10-29 14:45:00,9.163
473,2016-10-29 15:00:00,9.238
474,2016-10-29 15:15:00,9.287
475,2016-10-29 15:30:00,9.287
476,2016-10-29 15:45:00,9.312
477,2016-10-29 16:00:00,9.336
478,2016-10-29 16:15:00,9.336
479,2016-10-29 16:30:00,9.361
480,2016-10-29 16:45:00,9.386
481,2016-10-29 17:00:00,9.41
482,2016-10-29 17:15:00,9.435
483,2016-10-29 17:30:00,9.386
484,2016-10-29 17:45:00,9.386
485,2016-10-29 18:00:00,9.386
486,2016-10-29 18:15:00,9.386
487,2016-10-29 18:30:00,9.386
488,2016-10-29 18:45:00,9.386
489,2016-10-29 19:00:00,9.386
490,2016-10-29 19:15:00,9.386
491,2016-10-29 19:30:00,9.41
492,2016-10-29 19:45:00,9.41
493,2016-10-29 20:00:00,9.41
494,2016-10-29 20:15:00,9.41
495,2016-10-29 20:30:00,9.41
496,2016-10-29 20:45:00,9.386
497,2016-10-29 21:00:00,9.386
498,2016-10-29 21:15:00,9.336
499,2016-10-29 21:30:00,9.312
500,2016-10-29 21:45:00,9.262
501,2016-10-29 22:00:00,9.238
502,2016-10-29 22:15:00,9.213
503,2016-10-29 22:30:00,9.188
504,2016-10-29 22:45:00,9.188
505,2016-10-29 23:00:00,9.139
506,2016-10-29 23:15:00,9.114
507,2016-10-29 23:30:00,9.089
508,2016-10-29 23:45:00,9.064
509,2016-10-30 00:00:00,9.04
510,2016-10-30 00:15:00,8.99
511,2016-10-30 00:30:00,8.965
512,2016-10-30 00:45:00,8.941
513,2016-10-30 01:00:00,8.891
514,2016-10-30 01:15:00,8.891
515,2016-10-30 01:30:00,8.841
516,2016-10-30 01:45:00,8.792
517,2016-10-30 02:00:00,8.767
518,2016-10-30 02:15:00,8.742
519,2016-10-30 02:30:00,8.717
520,2016-10-30 02:45:00,8.693
521,2016-10-30 03:00:00,8.668
522,2016-10-30 03:15:00,8.643
523,2016-10-30 03:30:00,8.618
524,2016-10-30 03:45:00,8.593
525,2016-10-30 04:00:00,8.568
526,2016-10-30 04:15:00,8.568
527,2016-10-30 04:30:00,8.543
528,2016-10-30 04:45:00,8.543
529,2016-10-30 05:00:00,8.519
530,2016-10-30 05:15:00,8.494
531,2016-10-30 05:30:00,8.494
532,2016-10-30 05:45:00,8.469
533,2016-10-30 06:00:00,8.469
534,2016-10-30 06:15:00,8.444
535,2016-10-30 06:30:00,8.469
536,2016-10-30 06:45:00,8.444
537,2016-10-30 07:00:00,8.419
538,2016-10-30 07:15:00,8.419
539,2016-10-30 07:30:00,8.394
540,2016-10-30 07:45:00,8.369
541,2016-10-30 08:00:00,8.369
542,2016-10-30 08:15:00,8.344
543,2016-10-30 08:30:00,8.344
544,2016-10-30 08:45:00,8.344
545,2016-10-30 09:00:00,8.344
546,2016-10-30 09:15:00,8.319
547,2016-10-30 09:30:00,8.344
548,2016-10-30 09:45:00,8.344
549,2016-10-30 10:00:00,8.344
550,2016-10-30 10:15:00,8.344
551,2016-10-30 10:30:00,8.344
552,2016-10-30 10:45:00,8.394
553,2016-10-30 11:00:00,8.394
554,2016-10-30 11:15:00,8.419
555,2016-10-30 11:30:00,8.444
556,2016-10-30 11:45:00,8.444
557,2016-10-30 12:00:00,8.469
558,2016-10-30 12:15:00,8.494
559,2016-10-30 12:30:00,8.543
560,2016-10-30 12:45:00,8.543
561,2016-10-30 13:00:00,8.568
562,2016-10-30 13:15:00,8.593
563,2016-10-30 13:30:00,8.643
564,2016-10-30 13:45:00,8.693
565,2016-10-30 14:00:00,8.742
566,2016-10-30 14:15:00,8.817
567,2016-10-30 14:30:00,8.866
568,2016-10-30 14:45:00,8.941
569,2016-10-30 15:00:00,9.015
570,2016-10-30 15:15:00,9.064
571,2016-10-30 15:30:00,9.089
572,2016-10-30 15:45:00,9.139
573,2016-10-30 16:00:00,9.163
574,2016-10-30 16:15:00,9.213
575,2016-10-30 16:30:00,9.238
576,2016-10-30 16:45:00,9.262
577,2016-10-30 17:00:00,9.312
578,2016-10-30 17:15:00,9.336
579,2016-10-30 17:30:00,9.336
580,2016-10-30 17:45:00,9.361
581,2016-10-30 18:00:00,9.386
582,2016-10-30 18:15:00,9.386
583,2016-10-30 18:30:00,9.41
584,2016-10-30 18:45:00,9.435
585,2016-10-30 19:00:00,9.435
586,2016-10-30 19:15:00,9.46
587,2016-10-30 19:30:00,9.46
588,2016-10-30 19:45:00,9.46
589,2016-10-30 20:00:00,9.485
590,2016-10-30 20:15:00,9.46
591,2016-10-30 20:30:00,9.46
592,2016-10-30 20:45:00,9.435
593,2016-10-30 21:00:00,9.41
594,2016-10-30 21:15:00,9.386
595,2016-10-30 21:30:00,9.386
596,2016-10-30 21:45:00,9.361
597,2016-10-30 22:00:00,9.336
598,2016-10-30 22:15:00,9.336
599,2016-10-30 22:30:00,9.336
600,2016-10-30 22:45:00,9.312
601,2016-10-30 23:00:00,9.287
602,2016-10-30 23:15:00,9.312
603,2016-10-30 23:30:00,9.287
604,2016-10-30 23:45:00,9.262
605,2016-10-31 00:00:00,9.238
606,2016-10-31 00:15:00,9.238
607,2016-10-31 00:30:00,9.213
608,2016-10-31 00:45:00,9.188
609,2016-10-31 01:00:00,9.163
610,2016-10-31 01:15:00,9.139
611,2016-10-31 01:30:00,9.139
612,2016-10-31 01:45:00,9.114
613,2016-10-31 02:00:00,9.089
614,2016-10-31 02:15:00,9.064
615,2016-10-31 02:30:00,9.04
616,2016-10-31 02:45:00,9.04
617,2016-10-31 03:00:00,9.015
618,2016-10-31 03:15:00,8.99
619,2016-10-31 03:30:00,8.965
620,2016-10-31 03:45:00,8.941
621,2016-10-31 04:00:00,8.916
622,2016-10-31 04:15:00,8.866
623,2016-10-31 04:30:00,8.841
624,2016-10-31 04:45:00,8.792
625,2016-10-31 05:00:00,8.767
626,2016-10-31 05:15:00,8.742
627,2016-10-31 05:30:00,8.693
628,2016-10-31 05:45:00,8.668
629,2016-10-31 06:00:00,8.643
630,2016-10-31 06:15:00,8.593
631,2016-10-31 06:30:00,8.543
632,2016-10-31 06:45:00,8.519
633,2016-10-31 07:00:00,8.494
634,2016-10-31 07:15:00,8.444
635,2016-10-31 07:30:00,8.394
636,2016-10-31 07:45:00,8.369
637,2016-10-31 08:00:00,8.319
638,2016-10-31 08:15:00,8.295
639,2016-10-31 08:30:00,8.245
640,2016-10-31 08:45:00,8.22
641,2016-10-31 09:00:00,8.17
642,2016-10-31 09:15:00,8.145
643,2016-10-31 09:30:00,8.095
644,2016-10-31 09:45:00,8.07
645,2016-10-31 10:00:00,8.07
646,2016-10-31 10:15:00,8.045
647,2016-10-31 10:30:00,8.02
648,2016-10-31 10:45:00,7.995
649,2016-10-31 11:00:00,7.995
650,2016-10-31 11:15:00,7.995
651,2016-10-31 11:30:00,7.995
652,2016-10-31 11:45:00,7.995
653,2016-10-31 12:00:00,7.995
654,2016-10-31 12:15:00,8.02
655,2016-10-31 12:30:00,7.995
656,2016-10-31 12:45:00,7.995
657,2016-10-31 13:00:00,8.02
658,2016-10-31 13:15:00,8.045
659,2016-10-31 13:30:00,8.095
660,2016-10-31 13:45:00,8.145
661,2016-10-31 14:00:00,8.145
662,2016-10-31 14:15:00,8.12
663,2016-10-31 14:30:00,8.145
664,2016-10-31 14:45:00,8.17
665,2016-10-31 15:00:00,8.195
666,2016-10-31 15:15:00,8.245
667,2016-10-31 15:30:00,8.27
668,2016-10-31 15:45:00,8.295
669,2016-10-31 16:00:00,8.27
670,2016-10-31 16:15:00,8.27
671,2016-10-31 16:30:00,8.295
672,2016-10-31 16:45:00,8.295
673,2016-10-31 17:00:00,8.319
674,2016-10-31 17:15:00,8.344
675,2016-10-31 17:30:00,8.344
676,2016-10-31 17:45:00,8.344
677,2016-10-31 18:00:00,8.369
678,2016-10-31 18:15:00,8.369
679,2016-10-31 18:30:00,8.369
680,2016-10-31 18:45:00,8.344
681,2016-10-31 19:00:00,8.319
682,2016-10-31 19:15:00,8.27
683,2016-10-31 19:30:00,8.245
684,2016-10-31 19:45:00,8.195
685,2016-10-31 20:00:00,8.145
686,2016-10-31 20:15:00,8.07
687,2016-10-31 20:30:00,8.045
688,2016-10-31 20:45:00,7.995
689,2016-10-31 21:00:00,7.945
690,2016-10-31 21:15:00,7.895
691,2016-10-31 21:30:00,7.845
692,2016-10-31 21:45:00,7.82
693,2016-10-31 22:00:00,7.77
694,2016-10-31 22:15:00,7.72
695,2016-10-31 22:30:00,7.67
696,2016-10-31 22:45:00,7.645
697,2016-10-31 23:00:00,7.594
698,2016-10-31 23:15:00,7.544
699,2016-10-31 23:30:00,7.494
700,2016-10-31 23:45:00,7.469
701,2016-11-01 00:00:00,7.419
702,2016-11-01 00:15:00,7.393
703,2016-11-01 00:30:00,7.368
704,2016-11-01 00:45:00,7.318
705,2016-11-01 01:00:00,7.268
706,2016-11-01 01:15:00,7.242
707,2016-11-01 01:30:00,7.192
708,2016-11-01 01:45:00,7.167
709,2016-11-01 02:00:00,7.116
710,2016-11-01 02:15:00,7.091
711,2016-11-01 02:30:00,7.041
712,2016-11-01 02:45:00,7.015
713,2016-11-01 03:00:00,6.965
714,2016-11-01 03:15:00,6.94
715,2016-11-01 03:30:00,6.914
716,2016-11-01 03:45:00,6.889
717,2016-11-01 04:00:00,6.864
718,2016-11-01 04:15:00,6.839
719,2016-11-01 04:30:00,6.813
720,2016-11-01 04:45:00,6.788
721,2016-11-01 05:00:00,6.737
722,2016-11-01 05:15:00,6.712
723,2016-11-01 05:30:00,6.687
724,2016-11-01 05:45:00,6.661
725,2016-11-01 06:00:00,6.636
726,2016-11-01 06:15:00,6.611
727,2016-11-01 06:30:00,6.585
728,2016-11-01 06:45:00,6.585
729,2016-11-01 07:00:00,6.56
730,2016-11-01 07:15:00,6.535
731,2016-11-01 07:30:00,6.535
732,2016-11-01 07:45:00,6.484
733,2016-11-01 08:00:00,6.509
734,2016-11-01 08:15:00,6.484
735,2016-11-01 08:30:00,6.484
736,2016-11-01 08:45:00,6.484
737,2016-11-01 09:00:00,6.484
738,2016-11-01 09:15:00,6.484
739,2016-11-01 09:30:00,6.484
740,2016-11-01 09:45:00,6.458
741,2016-11-01 10:00:00,6.458
742,2016-11-01 10:15:00,6.433
743,2016-11-01 10:30:00,6.458
744,2016-11-01 10:45:00,6.458
745,2016-11-01 11:00:00,6.458
746,2016-11-01 11:15:00,6.458
747,2016-11-01 11:30:00,6.484
748,2016-11-01 11:45:00,6.509
749,2016-11-01 12:00:00,6.509
750,2016-11-01 12:15:00,6.535
