6740_16_1095938,,
#,"Date Time, GMT-06:00","Temp, C (LGR S/N: 1095938, SEN S/N: 1095938, LBL: 2016)"
447,2016-10-29 08:30:00,8.717
448,2016-10-29 08:45:00,8.693
449,2016-10-29 09:00:00,8.693
450,2016-10-29 09:15:00,8.693
451,2016-10-29 09:30:00,8.693
452,2016-10-29 09:45:00,8.693
453,2016-10-29 10:00:00,8.693
454,2016-10-29 10:15:00,8.668
455,2016-10-29 10:30:00,8.693
456,2016-10-29 10:45:00,8.693
457,2016-10-29 11:00:00,8.742
458,2016-10-29 11:15:00,8.767
459,2016-10-29 11:30:00,8.767
460,2016-10-29 11:45:00,8.817
461,2016-10-29 12:00:00,8.841
462,2016-10-29 12:15:00,8.866
463,2016-10-29 12:30:00,8.916
464,2016-10-29 12:45:00,8.965
465,2016-10-29 13:00:00,8.941
466,2016-10-29 13:15:00,8.965
467,2016-10-29 13:30:00,8.99
468,2016-10-29 13:45:00,9.015
469,2016-10-29 14:00:00,9.04
470,2016-10-29 14:15:00,9.089
471,2016-10-29 14:30:00,9.114
472,2016-10-29 14:45:00,9.163
473,2016-10-29 15:00:00,9.213
474,2016-10-29 15:15:00,9.262
475,2016-10-29 15:30:00,9.312
476,2016-10-29 15:45:00,9.386
477,2016-10-29 16:00:00,9.41
478,2016-10-29 16:15:00,9.46
479,2016-10-29 16:30:00,9.46
480,2016-10-29 16:45:00,9.46
481,2016-10-29 17:00:00,9.46
482,2016-10-29 17:15:00,9.46
483,2016-10-29 17:30:00,9.46
484,2016-10-29 17:45:00,9.485
485,2016-10-29 18:00:00,9.485
486,2016-10-29 18:15:00,9.485
487,2016-10-29 18:30:00,9.485
488,2016-10-29 18:45:00,9.485
489,2016-10-29 19:00:00,9.509
490,2016-10-29 19:15:00,9.534
491,2016-10-29 19:30:00,9.558
492,2016-10-29 19:45:00,9.509
493,2016-10-29 20:00:00,9.509
494,2016-10-29 20:15:00,9.509
495,2016-10-29 20:30:00,9.386
496,2016-10-29 20:45:00,9.336
497,2016-10-29 21:00:00,9.312
498,2016-10-29 21:15:00,9.287
499,2016-10-29 21:30:00,9.238
500,2016-10-29 21:45:00,9.238
501,2016-10-29 22:00:00,9.188
502,2016-10-29 22:15:00,9.188
503,2016-10-29 22:30:00,9.163
504,2016-10-29 22:45:00,9.163
505,2016-10-29 23:00:00,9.139
506,2016-10-29 23:15:00,9.139
507,2016-10-29 23:30:00,9.114
508,2016-10-29 23:45:00,9.114
509,2016-10-30 00:00:00,9.089
510,2016-10-30 00:15:00,9.089
511,2016-10-30 00:30:00,9.089
512,2016-10-30 00:45:00,9.089
513,2016-10-30 01:00:00,9.064
514,2016-10-30 01:15:00,9.04
515,2016-10-30 01:30:00,9.04
516,2016-10-30 01:45:00,9.015
517,2016-10-30 02:00:00,8.99
518,2016-10-30 02:15:00,8.99
519,2016-10-30 02:30:00,8.965
520,2016-10-30 02:45:00,8.941
521,2016-10-30 03:00:00,8.941
522,2016-10-30 03:15:00,8.916
523,2016-10-30 03:30:00,8.891
524,2016-10-30 03:45:00,8.866
525,2016-10-30 04:00:00,8.841
526,2016-10-30 04:15:00,8.841
527,2016-10-30 04:30:00,8.792
528,2016-10-30 04:45:00,8.767
529,2016-10-30 05:00:00,8.742
530,2016-10-30 05:15:00,8.717
531,2016-10-30 05:30:00,8.693
532,2016-10-30 05:45:00,8.668
533,2016-10-30 06:00:00,8.643
534,2016-10-30 06:15:00,8.618
535,2016-10-30 06:30:00,8.593
536,2016-10-30 06:45:00,8.568
537,2016-10-30 07:00:00,8.543
538,2016-10-30 07:15:00,8.519
539,2016-10-30 07:30:00,8.494
540,2016-10-30 07:45:00,8.494
541,2016-10-30 08:00:00,8.469
542,2016-10-30 08:15:00,8.444
543,2016-10-30 08:30:00,8.394
544,2016-10-30 08:45:00,8.394
545,2016-10-30 09:00:00,8.394
546,2016-10-30 09:15:00,8.394
547,2016-10-30 09:30:00,8.394
548,2016-10-30 09:45:00,8.369
549,2016-10-30 10:00:00,8.394
550,2016-10-30 10:15:00,8.394
551,2016-10-30 10:30:00,8.394
552,2016-10-30 10:45:00,8.394
553,2016-10-30 11:00:00,8.394
554,2016-10-30 11:15:00,8.444
555,2016-10-30 11:30:00,8.444
556,2016-10-30 11:45:00,8.444
557,2016-10-30 12:00:00,8.444
558,2016-10-30 12:15:00,8.444
559,2016-10-30 12:30:00,8.494
560,2016-10-30 12:45:00,8.494
561,2016-10-30 13:00:00,8.543
562,2016-10-30 13:15:00,8.568
563,2016-10-30 13:30:00,8.593
564,2016-10-30 13:45:00,8.593
565,2016-10-30 14:00:00,8.618
566,2016-10-30 14:15:00,8.643
567,2016-10-30 14:30:00,8.643
568,2016-10-30 14:45:00,8.643
569,2016-10-30 15:00:00,8.643
570,2016-10-30 15:15:00,8.643
571,2016-10-30 15:30:00,8.643
572,2016-10-30 15:45:00,8.643
573,2016-10-30 16:00:00,8.668
574,2016-10-30 16:15:00,8.693
575,2016-10-30 16:30:00,8.742
576,2016-10-30 16:45:00,8.767
577,2016-10-30 17:00:00,8.792
578,2016-10-30 17:15:00,8.817
579,2016-10-30 17:30:00,8.841
580,2016-10-30 17:45:00,8.891
581,2016-10-30 18:00:00,8.916
582,2016-10-30 18:15:00,8.941
583,2016-10-30 18:30:00,8.99
584,2016-10-30 18:45:00,9.015
585,2016-10-30 19:00:00,9.04
586,2016-10-30 19:15:00,9.064
587,2016-10-30 19:30:00,9.089
588,2016-10-30 19:45:00,9.114
589,2016-10-30 20:00:00,9.139
590,2016-10-30 20:15:00,9.163
591,2016-10-30 20:30:00,9.188
592,2016-10-30 20:45:00,9.188
593,2016-10-30 21:00:00,9.213
594,2016-10-30 21:15:00,9.238
595,2016-10-30 21:30:00,9.262
596,2016-10-30 21:45:00,9.262
597,2016-10-30 22:00:00,9.287
598,2016-10-30 22:15:00,9.287
599,2016-10-30 22:30:00,9.287
600,2016-10-30 22:45:00,9.287
601,2016-10-30 23:00:00,9.287
602,2016-10-30 23:15:00,9.287
603,2016-10-30 23:30:00,9.262
604,2016-10-30 23:45:00,9.262
605,2016-10-31 00:00:00,9.262
606,2016-10-31 00:15:00,9.238
607,2016-10-31 00:30:00,9.238
608,2016-10-31 00:45:00,9.238
609,2016-10-31 01:00:00,9.188
610,2016-10-31 01:15:00,9.188
611,2016-10-31 01:30:00,9.163
612,2016-10-31 01:45:00,9.163
613,2016-10-31 02:00:00,9.139
614,2016-10-31 02:15:00,9.139
615,2016-10-31 02:30:00,9.089
616,2016-10-31 02:45:00,9.089
617,2016-10-31 03:00:00,9.064
618,2016-10-31 03:15:00,9.04
619,2016-10-31 03:30:00,9.015
620,2016-10-31 03:45:00,8.99
621,2016-10-31 04:00:00,8.965
622,2016-10-31 04:15:00,8.941
623,2016-10-31 04:30:00,8.941
624,2016-10-31 04:45:00,8.916
625,2016-10-31 05:00:00,8.891
626,2016-10-31 05:15:00,8.891
627,2016-10-31 05:30:00,8.841
628,2016-10-31 05:45:00,8.841
629,2016-10-31 06:00:00,8.817
630,2016-10-31 06:15:00,8.792
631,2016-10-31 06:30:00,8.767
632,2016-10-31 06:45:00,8.742
633,2016-10-31 07:00:00,8.693
634,2016-10-31 07:15:00,8.668
635,2016-10-31 07:30:00,8.643
636,2016-10-31 07:45:00,8.593
637,2016-10-31 08:00:00,8.568
638,2016-10-31 08:15:00,8.543
639,2016-10-31 08:30:00,8.519
640,2016-10-31 08:45:00,8.494
641,2016-10-31 09:00:00,8.444
642,2016-10-31 09:15:00,8.419
643,2016-10-31 09:30:00,8.369
644,2016-10-31 09:45:00,8.344
645,2016-10-31 10:00:00,8.319
646,2016-10-31 10:15:00,8.295
647,2016-10-31 10:30:00,8.27
648,2016-10-31 10:45:00,8.27
649,2016-10-31 11:00:00,8.27
650,2016-10-31 11:15:00,8.245
651,2016-10-31 11:30:00,8.245
652,2016-10-31 11:45:00,8.245
653,2016-10-31 12:00:00,8.245
654,2016-10-31 12:15:00,8.195
655,2016-10-31 12:30:00,8.195
656,2016-10-31 12:45:00,8.145
657,2016-10-31 13:00:00,8.17
658,2016-10-31 13:15:00,8.145
659,2016-10-31 13:30:00,8.195
660,2016-10-31 13:45:00,8.22
661,2016-10-31 14:00:00,8.22
662,2016-10-31 14:15:00,8.22
663,2016-10-31 14:30:00,8.245
664,2016-10-31 14:45:00,8.27
665,2016-10-31 15:00:00,8.245
666,2016-10-31 15:15:00,8.27
667,2016-10-31 15:30:00,8.27
668,2016-10-31 15:45:00,8.295
669,2016-10-31 16:00:00,8.295
670,2016-10-31 16:15:00,8.295
671,2016-10-31 16:30:00,8.344
672,2016-10-31 16:45:00,8.394
673,2016-10-31 17:00:00,8.419
674,2016-10-31 17:15:00,8.394
675,2016-10-31 17:30:00,8.369
676,2016-10-31 17:45:00,8.344
677,2016-10-31 18:00:00,8.295
678,2016-10-31 18:15:00,8.27
679,2016-10-31 18:30:00,8.245
680,2016-10-31 18:45:00,8.245
681,2016-10-31 19:00:00,8.27
682,2016-10-31 19:15:00,8.245
683,2016-10-31 19:30:00,8.245
684,2016-10-31 19:45:00,8.195
685,2016-10-31 20:00:00,8.17
686,2016-10-31 20:15:00,8.145
687,2016-10-31 20:30:00,8.095
688,2016-10-31 20:45:00,8.07
689,2016-10-31 21:00:00,8.045
690,2016-10-31 21:15:00,7.995
691,2016-10-31 21:30:00,7.945
692,2016-10-31 21:45:00,7.92
693,2016-10-31 22:00:00,7.895
694,2016-10-31 22:15:00,7.845
695,2016-10-31 22:30:00,7.845
696,2016-10-31 22:45:00,7.82
697,2016-10-31 23:00:00,7.77
698,2016-10-31 23:15:00,7.745
699,2016-10-31 23:30:00,7.695
700,2016-10-31 23:45:00,7.645
701,2016-11-01 00:00:00,7.645
702,2016-11-01 00:15:00,7.594
703,2016-11-01 00:30:00,7.544
704,2016-11-01 00:45:00,7.494
705,2016-11-01 01:00:00,7.469
706,2016-11-01 01:15:00,7.419
707,2016-11-01 01:30:00,7.368
708,2016-11-01 01:45:00,7.318
709,2016-11-01 02:00:00,7.293
710,2016-11-01 02:15:00,7.242
711,2016-11-01 02:30:00,7.167
712,2016-11-01 02:45:00,7.142
713,2016-11-01 03:00:00,7.091
714,2016-11-01 03:15:00,7.066
715,2016-11-01 03:30:00,7.041
716,2016-11-01 03:45:00,6.99
717,2016-11-01 04:00:00,6.94
718,2016-11-01 04:15:00,6.914
719,2016-11-01 04:30:00,6.889
720,2016-11-01 04:45:00,6.839
721,2016-11-01 05:00:00,6.839
722,2016-11-01 05:15:00,6.788
723,2016-11-01 05:30:00,6.737
724,2016-11-01 05:45:00,6.712
725,2016-11-01 06:00:00,6.661
726,2016-11-01 06:15:00,6.636
727,2016-11-01 06:30:00,6.611
728,2016-11-01 06:45:00,6.585
729,2016-11-01 07:00:00,6.56
730,2016-11-01 07:15:00,6.535
731,2016-11-01 07:30:00,6.484
732,2016-11-01 07:45:00,6.484
733,2016-11-01 08:00:00,6.458
734,2016-11-01 08:15:00,6.433
735,2016-11-01 08:30:00,6.408
736,2016-11-01 08:45:00,6.382
737,2016-11-01 09:00:00,6.382
738,2016-11-01 09:15:00,6.357
739,2016-11-01 09:30:00,6.357
740,2016-11-01 09:45:00,6.331
741,2016-11-01 10:00:00,6.306
742,2016-11-01 10:15:00,6.281
743,2016-11-01 10:30:00,6.281
744,2016-11-01 10:45:00,6.255
745,2016-11-01 11:00:00,6.281
746,2016-11-01 11:15:00,6.281
747,2016-11-01 11:30:00,6.281
748,2016-11-01 11:45:00,6.281
749,2016-11-01 12:00:00,6.281
750,2016-11-01 12:15:00,6.281
751,2016-11-01 12:30:00,6.306
752,2016-11-01 12:45:00,6.331
753,2016-11-01 13:00:00,6.357
